"","points","id","year","populationx1000","mean_points_by_year","factor.city"
"1",31,"41794","2008",165,105,"other"
"2",107,"39982","2009",35,59,"other"
"3",69,"36960","2007",83,181,"other"
"4",25,"35214","2005",42,456,"other"
"5",61,"37177","2007",42,181,"other"
"6",201,"40213","2009",21,59,"other"
"7",183,"36513","2007",62,181,"other"
"8",184,"38490","2007",29,181,"other"
"9",49,"39691","2006",29,293,"other"
"10",106,"38861","2007",29,181,"other"
"11",3,"41413","2009",29,59,"other"
"12",32,"41185","2009",29,59,"other"
"13",41,"39227","2007",29,181,"other"
"14",52,"39226","2007",29,181,"other"
"15",19,"38821","2006",146,293,"other"
"16",3525,"29701","2004",146,657,"other"
"17",35,"43454","2009",146,59,"other"
"18",81,"38171","2008",146,105,"other"
"19",83,"37082","2005",146,456,"other"
"20",1,"44913","2010",146,37,"other"
"21",4,"44145","2010",146,37,"other"
"22",123,"41791","2007",146,181,"other"
"23",5,"41656","2008",146,105,"other"
"24",21,"43307","2009",146,59,"other"
"25",47,"43355","2009",146,59,"other"
"26",6,"44321","2010",146,37,"other"
"27",52,"36599","2007",146,181,"other"
"28",81,"41522","2007",146,181,"other"
"29",78,"40052","2009",146,59,"other"
"30",6,"44459","2011",146,15,"other"
"31",26,"43350","2009",146,59,"other"
"32",2,"44865","2011",146,15,"other"
"33",764,"29723","2004",146,657,"other"
"34",45,"41814","2009",59,59,"other"
"35",14,"44572","2011",59,15,"other"
"36",74,"38310","2007",59,181,"other"
"37",138,"38831","2007",59,181,"other"
"38",13,"43890","2007",59,181,"other"
"39",15,"44128","2010",59,37,"other"
"40",31,"42864","2010",59,37,"other"
"41",41,"42854","2010",59,37,"other"
"42",106,"34107","2006",234,293,"other"
"43",48,"38767","2008",18,105,"other"
"44",1198,"30672","2004",40,657,"other"
"45",43,"42500","2010",189,37,"other"
"46",45,"37815","2008",189,105,"other"
"47",12,"42006","2008",189,105,"other"
"48",15,"42573","2010",189,37,"other"
"49",65,"37936","2008",189,105,"other"
"50",240,"40166","2009",189,59,"other"
"51",103,"40061","2009",189,59,"other"
"52",22,"43107","2009",189,59,"other"
"53",275,"33195","2006",189,293,"other"
"54",3,"44895","2010",189,37,"other"
"55",126,"32296","2005",349,456,"other"
"56",3,"43438","2009",349,59,"other"
"57",27,"41625","2009",349,59,"other"
"58",46,"40350","2006",349,293,"other"
"59",4,"41627","2008",349,105,"other"
"60",100,"36688","2007",349,181,"other"
"61",7,"42128","2009",349,59,"other"
"62",430,"35905","2007",349,181,"other"
"63",14,"40896","2008",349,105,"other"
"64",22,"41693","2009",349,59,"other"
"65",132,"36990","2006",349,293,"other"
"66",491,"32295","2004",349,657,"other"
"67",39,"42883","2009",349,59,"other"
"68",52,"40700","2009",521,59,"other"
"69",41,"42383","2010",521,37,"other"
"70",198,"37160","2007",521,181,"other"
"71",84,"41165","2009",521,59,"other"
"72",10,"42245","2010",521,37,"other"
"73",11,"43939","2006",521,293,"other"
"74",24,"42952","2009",521,59,"other"
"75",27,"40597","2009",521,59,"other"
"76",268,"38548","2004",521,657,"other"
"77",91,"41196","2009",521,59,"other"
"78",22,"42235","2010",521,37,"other"
"79",38,"42234","2010",521,37,"other"
"80",7,"35600","2007",521,181,"other"
"81",2,"42543","2010",521,37,"other"
"82",1,"44998","2010",521,37,"other"
"83",69,"43671","2007",521,181,"other"
"84",327,"35603","2007",521,181,"other"
"85",7,"44662","2011",521,15,"other"
"86",201,"41524","2007",521,181,"other"
"87",239,"35987","2007",521,181,"other"
"88",38,"35528","2007",521,181,"other"
"89",11,"41436","2009",521,59,"other"
"90",657,"32224","2004",521,657,"other"
"91",3,"43208","2010",521,37,"other"
"92",12,"42730","2010",521,37,"other"
"93",19,"42244","2010",521,37,"other"
"94",30,"43676","2005",109,456,"other"
"95",73,"41473","2009",32,59,"other"
"96",17,"43434","2009",21,59,"other"
"97",52,"39724","2008",215,105,"other"
"98",6,"42477","2009",215,59,"other"
"99",87,"42271","2010",215,37,"other"
"100",140,"40898","2009",215,59,"other"
"101",134,"42212","2010",215,37,"other"
"102",1,"44790","2010",215,37,"other"
"103",34,"41489","2009",215,59,"other"
"104",81,"40622","2009",215,59,"other"
"105",1188,"32530","2004",215,657,"other"
"106",89,"39954","2008",215,105,"other"
"107",134,"41052","2009",215,59,"other"
"108",247,"40691","2007",215,181,"other"
"109",496,"33737","2006",215,293,"other"
"110",225,"36577","2007",215,181,"other"
"111",126,"38400","2008",215,105,"other"
"112",69,"44492","2011",215,15,"other"
"113",51,"42306","2010",215,37,"other"
"114",100,"42079","2009",215,59,"other"
"115",10,"44876","2011",215,15,"other"
"116",124,"38469","2008",215,105,"other"
"117",682,"29816","2004",636,657,"other"
"118",23,"43132","2010",636,37,"other"
"119",2,"39084","2008",636,105,"other"
"120",424,"35745","2007",636,181,"other"
"121",110,"40983","2009",636,59,"other"
"122",82,"33295","2006",636,293,"other"
"123",55,"37564","2007",636,181,"other"
"124",440,"33579","2006",112,293,"other"
"125",42,"42760","2010",112,37,"other"
"126",17,"42518","2009",356,59,"other"
"127",131,"38985","2008",356,105,"other"
"128",149,"36770","2007",356,181,"other"
"129",299,"37804","2008",356,105,"other"
"130",285,"33518","2006",356,293,"other"
"131",176,"35287","2007",356,181,"other"
"132",116,"31523","2004",356,657,"other"
"133",126,"40190","2009",356,59,"other"
"134",120,"41963","2009",356,59,"other"
"135",141,"40358","2008",356,105,"other"
"136",22,"41716","2009",356,59,"other"
"137",13,"43234","2009",356,59,"other"
"138",235,"38208","2005",356,456,"other"
"139",83,"33524","2005",356,456,"other"
"140",13,"42790","2009",356,59,"other"
"141",291,"37194","2005",356,456,"other"
"142",135,"39143","2007",77,181,"other"
"143",11,"40688","2008",54,105,"other"
"144",34,"40657","2009",20,59,"other"
"145",92,"42252","2010",20,37,"other"
"146",100,"42798","2005",46,456,"other"
"147",8,"44887","2011",37,15,"other"
"148",14,"43115","2010",37,37,"other"
"149",18,"45118","2007",37,181,"other"
"150",92,"34676","2006",204,293,"other"
"151",2,"43695","2010",75,37,"other"
"152",593,"31129","2004",42,657,"other"
"153",2,"43940","2009",42,59,"other"
"154",41,"41383","2009",34,59,"other"
"155",12,"41411","2008",32,105,"other"
"156",14,"35306","2007",17,181,"other"
"157",77,"43137","2007",39,181,"other"
"158",38,"33885","2006",78,293,"other"
"159",92,"42504","2008",78,105,"other"
"160",157,"42046","2004",246,657,"other"
"161",66,"44202","2004",246,657,"other"
"162",54,"42068","2005",246,456,"other"
"163",61,"44245","2004",246,657,"other"
"164",40,"42927","2008",246,105,"other"
"165",64,"42712","2004",21,657,"other"
"166",70,"30326","2004",416,657,"other"
"167",638,"37210","2007",416,181,"other"
"168",300,"32632","2004",416,657,"other"
"169",25,"41322","2008",416,105,"other"
"170",17,"44022","2008",416,105,"other"
"171",1012,"33913","2005",416,456,"other"
"172",446,"33584","2006",416,293,"other"
"173",315,"40346","2007",416,181,"other"
"174",115,"31685","2005",416,456,"other"
"175",314,"37344","2004",416,657,"other"
"176",131,"42623","2005",416,456,"other"
"177",343,"40828","2008",416,105,"other"
"178",162,"42637","2009",416,59,"other"
"179",8,"42923","2009",416,59,"other"
"180",23,"43729","2008",416,105,"other"
"181",7,"44675","2011",416,15,"other"
"182",42,"42335","2010",57,37,"other"
"183",365,"36650","2006",57,293,"other"
"184",9,"42677","2010",57,37,"other"
"185",1267,"33300","2006",57,293,"other"
"186",6,"44860","2011",57,15,"other"
"187",23,"41806","2009",592,59,"other"
"188",9,"39023","2007",592,181,"other"
"189",40,"43138","2004",592,657,"other"
"190",123,"37652","2004",592,657,"other"
"191",131,"35047","2006",592,293,"other"
"192",557,"40411","2009",592,59,"other"
"193",47,"39087","2008",592,105,"other"
"194",345,"38534","2008",592,105,"other"
"195",40,"39072","2004",592,657,"other"
"196",88,"36991","2004",592,657,"other"
"197",231,"36588","2005",592,456,"other"
"198",469,"35601","2007",592,181,"other"
"199",460,"32572","2005",592,456,"other"
"200",7,"43819","2010",592,37,"other"
"201",12,"41435","2008",592,105,"other"
"202",94,"43164","2005",592,456,"other"
"203",48,"41041","2007",592,181,"other"
"204",80,"36652","2007",592,181,"other"
"205",198,"43626","2005",592,456,"other"
"206",14,"42216","2010",592,37,"other"
"207",25,"43201","2010",312,37,"other"
"208",16,"43985","2009",312,59,"other"
"209",69,"39798","2008",312,105,"other"
"210",152,"33343","2006",312,293,"other"
"211",454,"38726","2006",312,293,"other"
"212",63,"39799","2008",312,105,"other"
"213",31,"43139","2009",312,59,"other"
"214",94,"39822","2006",312,293,"other"
"215",8,"43153","2009",312,59,"other"
"216",18,"43386","2009",312,59,"other"
"217",5,"43147","2010",312,37,"other"
"218",10,"43294","2010",312,37,"other"
"219",11,"44951","2011",312,15,"other"
"220",18,"43113","2010",312,37,"other"
"221",1218,"36379","2007",312,181,"other"
"222",554,"39036","2008",312,105,"other"
"223",347,"38759","2007",312,181,"other"
"224",3,"43259","2009",312,59,"other"
"225",65,"41371","2008",312,105,"other"
"226",312,"38834","2006",312,293,"other"
"227",4,"44877","2011",312,15,"other"
"228",99,"42428","2010",312,37,"other"
"229",9,"44097","2010",312,37,"other"
"230",107,"40745","2009",312,59,"other"
"231",13,"44057","2007",312,181,"other"
"232",123,"29257","2004",312,657,"other"
"233",5,"43308","2009",312,59,"other"
"234",208,"32900","2005",312,456,"other"
"235",16,"43404","2010",312,37,"other"
"236",17,"43150","2009",312,59,"other"
"237",5,"43158","2010",312,37,"other"
"238",44,"43987","2007",312,181,"other"
"239",6,"43718","2009",348,59,"other"
"240",607,"33148","2006",348,293,"other"
"241",10,"41848","2008",1021,105,"other"
"242",1052,"30142","2004",1021,657,"other"
"243",17,"36272","2006",1021,293,"other"
"244",3,"42554","2009",1021,59,"other"
"245",6,"36554","2007",1021,181,"other"
"246",1426,"34282","2006",1021,293,"other"
"247",161,"39998","2009",1021,59,"other"
"248",326,"36902","2007",1021,181,"other"
"249",73,"39689","2008",1021,105,"other"
"250",8,"43315","2008",1021,105,"other"
"251",16,"43837","2009",1021,59,"other"
"252",17,"40291","2007",1021,181,"other"
"253",534,"33170","2006",1021,293,"other"
"254",308,"31462","2005",1021,456,"other"
"255",8,"40363","2008",1021,105,"other"
"256",11,"44694","2008",1021,105,"other"
"257",12,"43427","2009",1021,59,"other"
"258",3,"40147","2009",1021,59,"other"
"259",36,"36082","2006",1021,293,"other"
"260",406,"35347","2007",1021,181,"other"
"261",34,"42734","2009",1021,59,"other"
"262",10,"43396","2008",1021,105,"other"
"263",162,"40319","2004",1021,657,"other"
"264",53,"40704","2008",1021,105,"other"
"265",1421,"33605","2006",1021,293,"other"
"266",75,"33253","2005",1021,456,"other"
"267",1630,"31064","2005",1021,456,"other"
"268",173,"39820","2007",1021,181,"other"
"269",73,"35697","2007",1021,181,"other"
"270",32,"31461","2005",1021,456,"other"
"271",379,"31118","2005",1021,456,"other"
"272",12,"40792","2008",1021,105,"other"
"273",27,"43885","2007",1021,181,"other"
"274",81,"42282","2010",1021,37,"other"
"275",34,"42903","2010",1021,37,"other"
"276",11,"44687","2008",1021,105,"other"
"277",109,"38700","2008",1021,105,"other"
"278",2,"43982","2007",1021,181,"other"
"279",47,"42821","2010",1021,37,"other"
"280",14,"40356","2009",1021,59,"other"
"281",15,"44688","2011",1021,15,"other"
"282",245,"38280","2006",1021,293,"other"
"283",112,"43747","2005",1021,456,"other"
"284",108,"42598","2010",1021,37,"other"
"285",34,"41142","2009",1021,59,"other"
"286",2,"45036","2011",1021,15,"other"
"287",45,"43288","2006",171,293,"other"
"288",41,"43383","2009",171,59,"other"
"289",25,"39411","2006",171,293,"other"
"290",34,"43842","2005",171,456,"other"
"291",41,"43813","2007",171,181,"other"
"292",6,"41714","2008",314,105,"other"
"293",446,"33313","2006",314,293,"other"
"294",280,"42970","2005",314,456,"other"
"295",194,"29821","2004",314,657,"other"
"296",183,"42910","2005",314,456,"other"
"297",474,"33283","2006",314,293,"other"
"298",87,"31874","2004",314,657,"other"
"299",292,"41585","2007",314,181,"other"
"300",18,"38440","2008",314,105,"other"
"301",111,"34530","2004",314,657,"other"
"302",1,"43375","2009",314,59,"other"
"303",57,"40506","2009",314,59,"other"
"304",1306,"32677","2005",314,456,"other"
"305",153,"40829","2009",314,59,"other"
"306",73,"39329","2007",314,181,"other"
"307",49,"40897","2008",314,105,"other"
"308",6,"39341","2007",314,181,"other"
"309",317,"39917","2006",314,293,"other"
"310",217,"39700","2007",314,181,"other"
"311",5,"44114","2009",314,59,"other"
"312",88,"36048","2006",314,293,"other"
"313",561,"33475","2005",314,456,"other"
"314",815,"33319","2006",314,293,"other"
"315",1461,"31369","2005",314,456,"other"
"316",400,"36177","2006",314,293,"other"
"317",83,"41773","2006",314,293,"other"
"318",399,"33964","2006",314,293,"other"
"319",88,"39328","2008",314,105,"other"
"320",43,"37005","2004",314,657,"other"
"321",201,"40992","2007",314,181,"other"
"322",29,"41327","2006",314,293,"other"
"323",13,"43652","2010",314,37,"other"
"324",26,"36611","2007",314,181,"other"
"325",36,"42479","2010",314,37,"other"
"326",116,"41054","2008",314,105,"other"
"327",9,"43824","2010",314,37,"other"
"328",156,"40318","2009",314,59,"other"
"329",470,"38586","2008",314,105,"other"
"330",71,"41755","2007",314,181,"other"
"331",618,"33322","2006",314,293,"other"
"332",27,"39350","2008",314,105,"other"
"333",180,"29795","2004",314,657,"other"
"334",12,"43642","2008",302,105,"other"
"335",4,"44645","2009",302,59,"other"
"336",123,"39697","2008",302,105,"other"
"337",26,"42959","2010",302,37,"other"
"338",346,"38680","2005",302,456,"other"
"339",49,"39950","2008",302,105,"other"
"340",8,"36096","2007",47,181,"other"
"341",109,"39931","2008",890,105,"other"
"342",149,"36277","2007",890,181,"other"
"343",211,"41518","2006",890,293,"other"
"344",1745,"34102","2005",890,456,"other"
"345",114,"42167","2008",890,105,"other"
"346",106,"42302","2010",890,37,"other"
"347",12,"43898","2007",890,181,"other"
"348",12,"42116","2007",890,181,"other"
"349",71,"38649","2008",890,105,"other"
"350",92,"35662","2007",890,181,"other"
"351",3,"44408","2011",890,15,"other"
"352",1,"44534","2011",890,15,"other"
"353",194,"40185","2009",890,59,"other"
"354",462,"32094","2005",890,456,"other"
"355",178,"34915","2006",890,293,"other"
"356",476,"35277","2007",890,181,"other"
"357",66,"43300","2009",890,59,"other"
"358",22,"43425","2010",890,37,"other"
"359",18,"43170","2007",890,181,"other"
"360",27,"44650","2008",890,105,"other"
"361",201,"36266","2006",890,293,"other"
"362",108,"34563","2005",890,456,"other"
"363",145,"38191","2008",890,105,"other"
"364",18,"40238","2008",890,105,"other"
"365",340,"31671","2005",890,456,"other"
"366",21,"43795","2009",890,59,"other"
"367",66,"42983","2010",890,37,"other"
"368",440,"35438","2007",890,181,"other"
"369",214,"36534","2006",890,293,"other"
"370",586,"32471","2005",890,456,"other"
"371",93,"40160","2009",890,59,"other"
"372",13,"44429","2011",890,15,"other"
"373",18,"43018","2010",890,37,"other"
"374",58,"42421","2010",890,37,"other"
"375",37,"41517","2009",890,59,"other"
"376",25,"43195","2010",890,37,"other"
"377",12,"42117","2007",890,181,"other"
"378",106,"41542","2008",890,105,"other"
"379",3,"44613","2011",890,15,"other"
"380",1902,"30720","2004",890,657,"other"
"381",1,"44390","2011",890,15,"other"
"382",24,"39094","2008",890,105,"other"
"383",133,"37963","2008",890,105,"other"
"384",43,"43184","2010",890,37,"other"
"385",116,"39903","2008",890,105,"other"
"386",489,"33458","2004",890,657,"other"
"387",30,"42442","2010",890,37,"other"
"388",3,"44607","2010",890,37,"other"
"389",425,"34698","2006",890,293,"other"
"390",328,"37642","2007",890,181,"other"
"391",8,"44524","2011",890,15,"other"
"392",247,"38889","2008",890,105,"other"
"393",440,"35259","2007",890,181,"other"
"394",85,"42303","2010",890,37,"other"
"395",3,"44641","2010",890,37,"other"
"396",42,"42570","2010",890,37,"other"
"397",420,"32472","2005",890,456,"other"
"398",19,"42965","2010",890,37,"other"
"399",3,"44535","2011",890,15,"other"
"400",27,"43046","2009",91,59,"other"
"401",8,"40916","2009",91,59,"other"
"402",65,"36444","2006",91,293,"other"
"403",163,"30617","2004",80,657,"other"
"404",67,"41864","2009",80,59,"other"
"405",187,"42041","2007",80,181,"other"
"406",759,"36169","2006",80,293,"other"
"407",166,"33834","2004",80,657,"other"
"408",287,"35550","2006",10,293,"other"
"409",12,"42412","2009",10,59,"other"
"410",10,"37539","2007",52,181,"other"
"411",15,"40963","2007",52,181,"other"
"412",163,"41847","2008",52,105,"other"
"413",128,"37287","2005",55,456,"other"
"414",24,"39340","2006",55,293,"other"
"415",18,"37288","2007",55,181,"other"
"416",24,"39339","2004",55,657,"other"
"417",18,"32708","2004",55,657,"other"
"418",4,"40613","2009",8,59,"other"
"419",51,"43529","2008",8,105,"other"
"420",233,"41857","2006",8,293,"other"
"421",371,"31194","2004",30,657,"other"
"422",611,"31195","2004",30,657,"other"
"423",164,"38833","2007",67,181,"other"
"424",27,"43768","2007",12,181,"other"
"425",27,"43487","2009",12,59,"other"
"426",85,"44096","2006",12,293,"other"
"427",320,"35330","2007",61,181,"other"
"428",12,"40388","2009",241,59,"other"
"429",51,"40453","2008",241,105,"other"
"430",14,"40877","2008",241,105,"other"
"431",235,"38435","2005",47,456,"other"
"432",6,"44642","2011",123,15,"other"
"433",10,"44643","2011",123,15,"other"
"434",5,"44593","2009",123,59,"other"
"435",14,"44791","2010",35,37,"other"
"436",68,"34861","2005",61,456,"other"
"437",31,"38347","2007",61,181,"other"
"438",67,"40204","2009",61,59,"other"
"439",15,"36436","2006",61,293,"other"
"440",23,"39067","2008",61,105,"other"
"441",336,"38254","2008",61,105,"other"
"442",3,"43950","2010",61,37,"other"
"443",308,"31292","2005",91,456,"other"
"444",47,"38290","2008",91,105,"other"
"445",148,"39178","2008",91,105,"other"
"446",52,"39029","2007",91,181,"other"
"447",70,"38993","2008",91,105,"other"
"448",308,"33630","2006",96,293,"other"
"449",787,"29587","2004",96,657,"other"
"450",15,"42646","2006",96,293,"other"
"451",84,"36476","2007",96,181,"other"
"452",11,"34182","2005",96,456,"other"
"453",9,"44183","2006",96,293,"other"
"454",90,"39718","2007",65,181,"other"
"455",6,"36092","2007",71,181,"other"
"456",22,"44507","2011",71,15,"other"
"457",51,"41672","2009",71,59,"other"
"458",27,"42186","2010",71,37,"other"
"459",39,"42254","2010",71,37,"other"
"460",2,"37049","2007",71,181,"other"
"461",4,"37110","2007",71,181,"other"
"462",787,"31126","2005",71,456,"other"
"463",11,"41148","2006",107,293,"other"
"464",363,"34211","2006",107,293,"other"
"465",55,"41660","2008",107,105,"other"
"466",52,"40240","2009",107,59,"other"
"467",145,"39216","2007",107,181,"other"
"468",105,"38575","2008",107,105,"other"
"469",56,"38655","2008",107,105,"other"
"470",139,"34310","2004",107,657,"other"
"471",32,"43210","2010",107,37,"other"
"472",671,"33249","2006",107,293,"other"
"473",21,"39030","2007",107,181,"other"
"474",16,"36978","2006",107,293,"other"
"475",9,"43703","2010",107,37,"other"
"476",22,"39609","2007",107,181,"other"
"477",29,"41580","2009",107,59,"other"
"478",357,"35947","2004",107,657,"other"
"479",520,"37149","2006",107,293,"other"
"480",580,"35426","2007",107,181,"other"
"481",258,"41297","2006",70,293,"other"
"482",5,"41220","2009",1378,59,"other"
"483",256,"33538","2006",1378,293,"other"
"484",134,"40559","2008",1378,105,"other"
"485",311,"32600","2005",1378,456,"other"
"486",5,"37760","2007",1378,181,"other"
"487",2,"38662","2007",1378,181,"other"
"488",702,"33200","2006",1378,293,"other"
"489",21,"40472","2008",1378,105,"other"
"490",209,"34445","2006",1378,293,"other"
"491",43,"40942","2009",1378,59,"other"
"492",170,"35873","2006",1378,293,"other"
"493",240,"33796","2006",1378,293,"other"
"494",153,"40236","2009",1378,59,"other"
"495",33,"42735","2010",1378,37,"other"
"496",17,"42664","2010",1378,37,"other"
"497",41,"42265","2010",1378,37,"other"
"498",239,"29090","2004",1378,657,"other"
"499",1,"44799","2011",1378,15,"other"
"500",33,"32154","2005",1378,456,"other"
"501",1307,"29149","2004",1378,657,"other"
"502",29,"43547","2010",1378,37,"other"
"503",259,"33433","2006",1378,293,"other"
"504",22,"42749","2010",1378,37,"other"
"505",97,"42072","2008",1378,105,"other"
"506",75,"35942","2007",1378,181,"other"
"507",2,"44475","2011",1378,15,"other"
"508",21,"40826","2009",1378,59,"other"
"509",530,"37212","2005",1378,456,"other"
"510",1884,"29430","2004",1378,657,"other"
"511",87,"39287","2006",1378,293,"other"
"512",4,"38143","2008",1378,105,"other"
"513",289,"31189","2005",1378,456,"other"
"514",704,"34153","2006",1378,293,"other"
"515",206,"39254","2008",1378,105,"other"
"516",20,"43120","2010",1378,37,"other"
"517",18,"42051","2009",1378,59,"other"
"518",14,"40050","2009",1378,59,"other"
"519",270,"41244","2007",1378,181,"other"
"520",157,"37088","2007",1378,181,"other"
"521",47,"39782","2007",1378,181,"other"
"522",15,"44410","2011",1378,15,"other"
"523",166,"33533","2006",1378,293,"other"
"524",121,"37776","2008",1378,105,"other"
"525",2,"42896","2009",1378,59,"other"
"526",145,"33168","2006",1378,293,"other"
"527",1,"42590","2009",1378,59,"other"
"528",134,"30300","2004",1378,657,"other"
"529",242,"38246","2007",1378,181,"other"
"530",472,"38322","2008",1378,105,"other"
"531",89,"40741","2008",1378,105,"other"
"532",43,"42792","2010",1378,37,"other"
"533",646,"37862","2008",1378,105,"other"
